angle,label
123.51553494214116,0
140.0447293673155,0
148.26910067825818,0
157.23043698705243,0
158.12358775495878,0
161.60440458525727,0
156.07182132549283,0
155.2088208720576,0
148.39890904730788,0
147.0266492175373,0
142.913883000709,0
142.4770983363107,0
145.66950311154878,0
137.55809970158023,0
132.82499181207402,0
118.8043020068531,0
123.45071310870368,0
121.94367305461839,0
122.3665485497027,0
114.55765396580803,0
121.21416920751372,0
120.14099178402944,0
106.72473848457427,0
101.63657284446813,0
107.98646759044036,0
110.68656439892969,0
110.48461729946982,0
87.13544448688755,0
88.85217989492358,0
92.91092554463691,0
91.31164234877068,0
94.23796250490626,0
80.506585355569,0
70.1128124678005,0
64.1341722186697,0
78.16767173033959,0
94.56437029939231,0
103.13171354889678,0
109.9517074558054,0
144.46768089605226,0
149.89566491924128,0
150.05193677751188,0
143.81082227773535,0
152.56986375182663,0
154.82303778931438,0
155.12976423202218,0
151.46018680507893,0
150.28419195555142,0
145.42626445532238,0
142.29053088853786,0
140.45430041979958,0
144.1512169042718,0
143.2640043065453,0
140.23358956292446,0
133.3578416164521,0
138.23156959222328,0
138.13627688948293,0
145.94277028005567,0
146.2105830876359,0
146.6785708008919,0
140.4843273736636,0
139.6778534483868,0
142.57619663094778,0
74.08256796863914,0
132.53848461881321,0
137.76718609735536,0
115.63727286388838,0
148.4797868624204,0
137.38831914198136,0
72.279453529472,0
34.99312623941107,0
66.92275928468011,0
123.39786481786695,0
129.5691050529235,0
134.09416662881324,0
121.62545718280042,0
116.43041855286023,0
128.8970394812227,0
134.01241236960288,0
141.84528691062465,0
