angle,label
126.54828877100277,1
67.84195019563734,1
69.28265727001906,1
64.59082340586689,1
59.66678624394276,1
59.97123927416301,1
66.96754258941145,1
73.20300366681704,1
68.47890831058774,1
68.82285026543009,1
64.3378588558466,1
66.40170732347397,1
71.33832792320062,1
73.32077276180928,1
73.30920213301336,1
78.26745045444743,1
88.83393548036031,1
91.14577196352089,1
118.70880612340095,1
123.06187893474782,1
128.11798350201835,1
137.9906945108638,1
139.97462049983673,1
139.1535122311125,1
138.67628404787263,1
138.44736518213278,1
140.32641808797584,1
141.08711083146588,1
141.78035619282255,1
144.94715563300812,1
146.19720164718203,1
146.7008572132384,1
147.92961661136295,1
148.38706457324898,1
153.62127283088225,1
156.8163482807839,1
162.19319660300437,1
164.4076773912816,1
168.4372084258952,1
172.7292091711153,1
177.11699061362637,1
178.73926927983118,1
177.3024734738055,1
176.9525851290727,1
176.1970562339224,1
174.97919921613723,1
175.04157282145238,1
175.71356473772295,1
176.4966893933492,1
176.44717155102387,1
176.5242937742891,1
176.56441188198406,1
176.2009953111747,1
175.925767805554,1
175.43960313495322,1
175.70729060551102,1
175.54183070098208,1
175.28493521817288,1
175.16109395360172,1
174.93779317183106,1
175.01300962328963,1
175.2834015196647,1
175.55832301218365,1
177.6422926883113,1
178.5262773893514,1
178.53671422629435,1
173.26276172752412,1
172.10168112303597,1
167.40061020474053,1
164.10513923745754,1
157.63134308897753,1
155.20023003434406,1
151.6836072420347,1
151.17852722102293,1
150.81989929012636,1
151.9969978618027,1
151.73670401917616,1
153.44412340518952,1
152.96758621529614,1
151.9809644799575,1
149.18978730784644,1
143.64187657446917,1
142.22214978954182,1
138.24826506141852,1
131.90859891171047,1
128.74915445951714,1
127.44438179837819,1
125.37954526587953,1
118.3600565692408,1
127.57757446854103,1
132.02147314327456,1
121.54089896397764,1
118.47656873726845,1
112.61653134957902,1
107.96878433391345,1
98.71421630179623,1
98.9596650797524,1
100.54062076039916,1
96.49048699381994,1
91.7879482646425,1
90.03505041784602,1
90.43493476652826,1
88.42082666326604,1
85.46652440311468,1
85.00333684700671,1
85.72626515743688,1
86.42607718354584,1
87.74300182262839,1
97.38102703456069,1
99.97943179741299,1
110.71342643034987,1
109.5260482601827,1
121.66161842603205,1
127.72335094781243,1
133.02258282334012,1
132.1225299604022,1
134.98080671127067,1
135.93847649943896,1
137.82198573467238,1
139.74585652065122,1
144.42223110273923,1
144.4073602582949,1
144.87290498040156,1
145.318349999996,1
145.6975746699228,1
149.03186807937453,1
151.4521668420362,1
158.60120203512406,1
162.96999505739302,1
173.3292551595978,1
178.5765845415359,1
178.07810187388503,1
176.3717010076648,1
175.0151416628794,1
172.5875556394871,1
172.28314905553077,1
172.5023909599508,1
172.923936067304,1
173.49824449381143,1
173.61076106155804,1
173.8210090334198,1
173.80246025428153,1
173.50300068426907,1
173.3090708909661,1
173.6404850381726,1
174.4284897591286,1
175.01069291913592,1
175.368554279557,1
175.2951539285464,1
174.52710342644386,1
175.34076207744903,1
176.1960243889798,1
176.88504847263692,1
178.35826331105685,1
178.99883396668255,1
178.99186429846833,1
169.785194118879,1
165.31164059548902,1
165.8313780510255,1
164.90481321323168,1
164.70761156778627,1
161.88829778476753,1
159.9637407053189,1
158.0302676180629,1
158.59374165802566,1
155.623967675988,1
151.11934490061813,1
149.55436958972302,1
147.99214782868467,1
147.49015475139453,1
146.69759306073735,1
143.09484954918688,1
139.65275929218893,1
130.35909522765172,1
118.62725636354065,1
115.98574337306677,1
108.74510221983793,1
106.76353308420316,1
87.60335755341347,1
81.70372965239534,1
77.41253606529533,1
75.57248453406444,1
75.71014912819716,1
72.20370665743977,1
71.43668576201765,1
72.81578735615646,1
72.33486230157482,1
73.60398327767886,1
75.54282438190207,1
84.73689227071668,1
80.27583278936923,1
80.7724583098714,1
88.61349139073194,1
89.42728705181717,1
88.98027859603063,1
92.59034800597,1
87.42185902338407,1
91.95665938514155,1
97.28439010503703,1
104.40532498609656,1
110.86429408103392,1
110.16827275536937,1
109.56253323049901,1
111.99951511286321,1
117.5769329525426,1
120.39584840816367,1
123.26295975805782,1
125.40980439700748,1
128.1848358588952,1
130.90607039841206,1
131.6644736513843,1
132.34419640590806,1
131.64756493940507,1
132.970482595851,1
136.1987987351098,1
143.52653936628278,1
146.84310958807268,1
157.1478663699621,1
162.48946536166005,1
164.89749658150456,1
167.5251298627356,1
169.3006713112323,1
171.95050408885263,1
173.1234136447269,1
174.05420566189082,1
175.4246436620289,1
176.92688739246148,1
177.11332567209573,1
177.51933440668918,1
177.32085318617519,1
177.4686601470901,1
177.23478884329495,1
176.2799177362696,1
176.1317899067893,1
176.16794551019902,1
