angle,label
175.52022518041102,1
169.49597883404968,1
168.99295735242973,1
167.41324130737965,1
166.6293758062161,1
169.0443682338323,1
166.02579927060572,1
163.50428051293625,1
161.76515673916563,1
158.7262845381345,1
155.15159264479365,1
148.88789524211336,1
139.29380591838358,1
121.14624039682892,1
97.88709839724568,1
77.50601101416547,1
45.235064336838306,1
36.825601122871234,1
29.435356002196787,1
25.632366347203163,1
22.14569647722812,1
19.9134603883462,1
18.959876324168206,1
18.69215712622151,1
18.513440524826287,1
19.37921371255363,1
20.209910828970994,1
21.403193598985798,1
23.50554404258099,1
30.782102620330726,1
43.514540055044016,1
94.28621714891001,1
121.9244732809124,1
140.28729785501508,1
154.20631277453046,1
161.8387078402733,1
166.2892009311734,1
171.73526555351268,1
173.06270913156905,1
173.36470385271247,1
173.12058386898053,1
173.11046706206906,1
173.70371411688728,1
174.58336515148446,1
174.8054348776782,1
174.24924541633845,1
173.74633025643283,1
173.4467493850788,1
173.48463269411624,1
173.90603865048814,1
174.37467738827775,1
174.91753744212863,1
174.8908660492809,1
174.83848027149506,1
174.79011374279835,1
174.61164160468562,1
173.70308645998904,1
172.1606847582717,1
170.68805027675072,1
169.49295586439686,1
169.82313925897236,1
169.24122691438714,1
169.6378809540293,1
169.29858551974598,1
169.4759783640998,1
168.70810161829363,1
169.10143706216076,1
169.37770267580913,1
169.4127009254189,1
169.57335572727922,1
169.58621061470816,1
169.65120329957887,1
169.64142678790452,1
169.64343010549507,1
169.23131289081124,1
167.71296460159542,1
166.2884964161828,1
163.31771719389766,1
160.4496419972487,1
156.9779476853299,1
152.09591042558395,1
147.16720116919112,1
143.69022201571704,1
136.69639057662098,1
130.15794598857957,1
124.44068730548219,1
117.20780239977023,1
108.8573318614362,1
101.45559161595169,1
94.09282016452642,1
87.99127754156802,1
82.8585941070953,1
79.39945201185267,1
69.37847259984538,1
62.04522787004105,1
54.873219526389036,1
53.38771763207465,1
51.44448804561015,1
50.580375345740414,1
50.471407752370034,1
49.98860662169461,1
48.100944817552055,1
46.58348246534405,1
46.321186369330874,1
45.834808123354186,1
45.8184039405405,1
46.345630919104416,1
46.52749747535217,1
46.470365136410216,1
46.92015825130719,1
48.465995635542214,1
48.82637128036784,1
109.31806013465781,1
163.66925034386136,1
164.47427701881836,1
164.87800641935075,1
165.41064960422557,1
165.04602426621815,1
165.083952844809,1
165.35649895783004,1
165.6257964966554,1
166.1976793549279,1
166.86303193298218,1
167.05973831973796,1
166.92010659184484,1
166.4071083604632,1
166.21873862280663,1
166.16802538753942,1
166.11785781528354,1
165.83906066053493,1
165.76207131045751,1
165.6338298194894,1
165.43272829323197,1
165.4706893076374,1
165.66122753973534,1
165.9159622696969,1
166.28875204646002,1
166.70640188574245,1
166.87732375514065,1
166.9122457217773,1
166.814754960297,1
165.01612595257382,1
160.33863235538675,1
157.44000908726693,1
155.54049299973855,1
154.6626222191821,1
151.0932383216667,1
147.19691803273227,1
144.56909190160755,1
140.54727317621558,1
134.66826085038477,1
129.11017783566476,1
122.10788878368784,1
114.8108750236564,1
104.8181522155674,1
96.88980335600057,1
48.68860490296293,1
45.290938442164276,1
50.118431057608184,1
55.92832541699418,1
105.89857586553867,1
156.8103046026446,1
166.22342410574186,1
166.7730476272114,1
166.2213327443116,1
178.9382306224342,1
173.76722230413543,1
172.4627131496234,1
145.63526613595,1
93.69936710620588,1
32.331542706256954,1
20.890584883443072,1
17.57450287711177,1
22.751103107079732,1
70.54105948363491,1
160.08327468597074,1
172.34496450555133,1
174.41606958379413,1
174.88368040541786,1
175.6511111452567,1
175.867676973347,1
