angle,label
172.5287522326247,0
169.34407737579818,0
169.89131840907507,0
169.35287902814824,0
168.52944826697222,0
172.58936371098048,0
172.3610358192555,0
174.91065665508629,0
174.44371056921923,0
174.5456575732986,0
173.37669211972025,0
170.98795186832163,0
170.72958397399634,0
170.22336375516878,0
165.2972011226015,0
161.683226896108,0
169.43358784774202,0
170.07631032470005,0
171.5870350263301,0
170.04115114796966,0
170.09862638006464,0
171.4831691143657,0
172.11205572941958,0
173.45110206347007,0
168.6982829647452,0
162.56746567405642,0
138.47584520113915,0
140.52097321571088,0
142.55758870813065,0
146.78191749138475,0
151.21445648324848,0
152.53028286913346,0
172.4668258957844,0
173.2570820286292,0
174.66006738756653,0
175.50546587145757,0
174.86455146219012,0
174.53274709252486,0
174.3238791212189,0
171.08418065235028,0
169.67913831190745,0
169.18004439432391,0
168.96359783658244,0
168.87882792771856,0
168.2047988094757,0
167.24245962162547,0
166.79453247412903,0
166.5401401176013,0
166.44687228702628,0
166.3285730226044,0
167.79206589224353,0
168.1611942430891,0
168.5687398838603,0
168.725811367943,0
169.20048416161106,0
168.76197801657483,0
166.5224844127551,0
164.88736346480522,0
164.9078550309773,0
164.8165721252878,0
164.8441611530092,0
164.31211521369053,0
164.49326054268298,0
165.45104049987395,0
165.7957096558599,0
165.85932148638895,0
165.65457839467584,0
165.59221473107496,0
164.67433816162173,0
166.07210841667094,0
166.88277265427104,0
167.78417860357263,0
168.08322021023747,0
170.4355570681572,0
170.40296087757733,0
170.36051287230984,0
170.4832696589705,0
170.25455535400377,0
170.6530781340977,0
170.84161262973151,0
171.2557156576802,0
171.30043534434301,0
171.37812558710314,0
171.5002989166529,0
171.93996578642285,0
172.0499953256387,0
171.59711995311926,0
171.97907285352522,0
172.05645389255798,0
172.1264323739467,0
171.26710608852994,0
170.3426212178235,0
170.0333795083868,0
170.8921675937347,0
170.91998341464904,0
170.78924690587723,0
171.19872139010323,0
171.13695270710664,0
171.49447513158128,0
171.0605435624415,0
170.3330680177194,0
170.92375117865916,0
170.6646277826712,0
170.13016382976443,0
169.32036533366553,0
168.4826312955481,0
168.1583634296449,0
168.16452562376344,0
168.54831231017968,0
168.2883116325525,0
167.95148943809724,0
168.3135419428655,0
168.24623254517422,0
168.39528020557597,0
169.70659067079245,0
169.9731545494348,0
169.35151817158058,0
169.31055692068256,0
169.48104940662196,0
169.34536229279684,0
169.59926909511367,0
169.6757310283865,0
169.62776635227638,0
169.58134916589634,0
169.75931015817062,0
169.64177848499054,0
169.90682099068863,0
169.79910857357623,0
169.78672175347967,0
169.53287831765144,0
169.8091094181828,0
169.9565310908595,0
170.17451788730912,0
170.06717580313187,0
170.58169173474445,0
171.93902711454598,0
172.8495754014621,0
174.24668194774145,0
175.06842704862507,0
175.86163168700708,0
176.27498831868078,0
177.48790943721397,0
177.73001388324624,0
178.25039613415578,0
177.85042826774006,0
177.89411319164344,0
178.04601915017287,0
178.1276891109705,0
178.0619391646773,0
178.02650443340264,0
178.04772706795737,0
178.31440277847094,0
178.68460506317516,0
178.82879989282648,0
178.98462346606738,0
178.86492619507968,0
178.8151680182328,0
178.86592792916636,0
178.95826039430688,0
176.7512380592964,0
175.7590953409661,0
177.2064548598142,0
176.4192335891653,0
177.34028460934266,0
177.78812511633248,0
178.54758073003694,0
179.01300117075132,0
179.16312155929384,0
178.9141676400843,0
178.91519658618404,0
178.55038706147366,0
178.01269154124498,0
177.54710331376575,0
177.27934435779642,0
177.07275229723268,0
176.97611703479242,0
176.85825284325674,0
176.7644963130061,0
176.66893680125784,0
176.72916452044876,0
177.09788036295507,0
177.19915866124944,0
177.0905996633547,0
177.19278181906702,0
177.0847999024196,0
176.89126316665303,0
176.88622334781164,0
176.68396238718117,0
176.43976551962635,0
176.30291470609018,0
176.236271822796,0
176.24611841436396,0
176.14645764528555,0
175.84264636003977,0
175.23632441344006,0
174.6642474993445,0
174.7099411375892,0
176.8389620973888,0
178.44938564054675,0
179.35377445462942,0
179.23228984630407,0
171.6706880050254,0
168.7004295012058,0
159.11895969480958,0
158.7632408020048,0
160.8968886655523,0
160.08418703508673,0
157.1101172728346,0
157.9675320077972,0
149.0716898785523,0
145.97561319989808,0
