angle,label
174.82047108570072,1
25.632366347203163,1
19.9134603883462,1
18.959876324168206,1
18.69215712622151,1
19.37921371255363,1
20.209910828970994,1
21.403193598985798,1
30.782102620330726,1
43.514540055044016,1
121.9244732809124,1
140.28729785501508,1
154.20631277453046,1
161.8387078402733,1
171.73526555351268,1
173.06270913156905,1
173.36470385271247,1
173.11046706206906,1
173.70371411688728,1
174.58336515148446,1
174.24924541633845,1
173.74633025643283,1
173.4467493850788,1
173.90603865048814,1
174.37467738827775,1
174.8908660492809,1
174.83848027149506,1
174.79011374279835,1
173.70308645998904,1
172.1606847582717,1
169.49295586439686,1
169.82313925897236,1
169.24122691438714,1
169.29858551974598,1
169.4759783640998,1
169.10143706216076,1
169.37770267580913,1
169.57335572727922,1
169.58621061470816,1
169.65120329957887,1
169.64343010549507,1
169.23131289081124,1
166.2884964161828,1
163.31771719389766,1
156.9779476853299,1
152.09591042558395,1
143.69022201571704,1
136.69639057662098,1
130.15794598857957,1
117.20780239977023,1
108.8573318614362,1
94.09282016452642,1
87.99127754156802,1
79.39945201185269,1
69.37847259984538,1
62.04522787004105,1
53.38771763207465,1
51.44448804561015,1
50.471407752370034,1
49.98860662169461,1
46.58348246534405,1
46.321186369330874,1
45.8184039405405,1
46.345630919104416,1
46.470365136410216,1
46.92015825130719,1
48.465995635542214,1
49.5438278184075,1
54.234733813641064,1
69.62533808384987,1
81.3076517793087,1
100.63562736305722,1
109.31806013465781,1
123.56752777210018,1
128.65626284905127,1
142.7312006165851,1
147.07546869698112,1
151.50148596858162,1
156.47750809615178,1
160.39933171830899,1
163.69981764597938,1
164.50014591545727,1
164.91037543210157,1
165.04637790025194,1
165.17263050100388,1
165.44448433543522,1
165.94828001153633,1
166.71398532940393,1
166.65740208667867,1
166.50358948235177,1
166.272696612926,1
166.1973027569624,1
165.83895038189834,1
165.71848856880516,1
165.5056681671203,1
165.6015018001118,1
165.84843604317106,1
166.720798496971,1
166.91996518297057,1
166.74965617755365,1
164.9433434562809,1
157.5072586082122,1
155.38190916256377,1
154.68833729917333,1
147.1054977789925,1
144.5756285730002,1
134.599274420117,1
129.00576757554848,1
114.59157725029327,1
105.0019966048795,1
97.2491850134364,1
86.02207367473035,1
76.62261427508321,1
54.078426200834976,1
50.491105428044264,1
48.77739589089302,1
48.2836853479321,1
48.160868521455434,1
45.45487461335124,1
45.119976865013776,1
44.05101252425438,1
42.21765639421834,1
43.45697921362405,1
44.24332550690131,1
46.46882394103495,1
55.24029057702097,1
85.60161438528662,1
96.89565243282209,1
105.25813282882584,1
121.0171071663173,1
127.11650501460115,1
136.27245557720136,1
141.66266689492213,1
152.7924528953482,1
156.74141392071996,1
162.86361298065867,1
164.63132414909475,1
165.35958609074294,1
166.18536648018883,1
166.8564420555028,1
167.61223658495382,1
167.7804235967964,1
166.77897147988563,1
166.2785690477451,1
166.27714253204525,1
176.20457337658206,1
178.00593551132636,1
179.55898970285386,1
178.31031700966443,1
175.60184883270043,1
174.58487692212702,1
174.023729135049,1
172.81658648544192,1
172.58266617312393,1
172.2581888627813,1
169.13862379448412,1
160.7230742664167,1
153.51750521086694,1
144.4313690822226,1
134.27139080174035,1
82.13834012815134,1
57.70057990253165,1
45.5595517462143,1
30.445472532094232,1
27.43173834202494,1
21.510877084892503,1
19.897804955746967,1
17.96886393401552,1
17.188151477714197,1
17.885534109790996,1
20.13312615827808,1
28.51034428532228,1
40.38662040365577,1
75.22398302013906,1
137.2951688495889,1
145.51024700528632,1
156.2191078802993,1
164.45147909704036,1
169.78673597899925,1
170.0741409849856,1
172.19742479148363,1
172.48817713869258,1
173.17779129256763,1
174.43639685763205,1
174.54762892758055,1
174.423708654127,1
174.90067699396928,1
175.27443365322392,1
175.42884239431788,1
175.6686196577935,1
175.6849916252062,1
175.70323650814314,1
175.91837557630663,1
175.99659882460122,1
176.01429208227893,1
176.08404274158386,1
